"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_MEAN","BILL_MEAN","PAY_AMT_MEAN","PAY_DIFF","default.payment.next.month"
360000,1,1,2,29,-2,0,0,2,1
20000,2,2,1,27,0,17745.6,1689.2,17745.6,0
50000,2,2,1,48,-0.6,2672.8,1768.6,2673.4,0
230000,2,1,2,27,-0.6,9471.8,9509.4,9472.4,0
160000,2,1,1,48,-1.4,0,0,1.4,0
110000,2,1,1,32,1.2,108764.8,4831.2,108763.6,1
50000,1,2,2,25,2.2,26348.2,1748.8,26346,0
30000,1,3,2,28,1.2,23708.2,1464.4,23707,1
50000,1,2,2,35,0,34699.4,7914.2,34699.4,1
240000,2,3,1,37,-1.6,929.8,1354.8,931.4,0
90000,1,3,2,29,0,58053.2,2458.2,58053.2,0
150000,2,1,1,29,-1,8659.2,8539.6,8660.2,1
100000,2,2,1,35,2,54534.8,1030.8,54532.8,1
70000,2,1,2,24,1.2,23406,2526.4,23404.8,1
430000,2,2,2,27,-2,5997.4,5983,5999.4,1
200000,1,1,2,33,-2,-18,0,-16,1
150000,2,2,1,28,0,13663.8,1200,13663.8,0
50000,1,2,2,25,0,23026,6914.8,23026,0
50000,2,2,1,44,0,33841.2,3803.8,33841.2,0
30000,1,1,2,30,-1.4,0,0,1.4,1
380000,1,1,1,53,-0.6,3264.2,3498,3264.8,0
70000,2,1,1,45,1,60018.8,4388.6,60017.8,0
360000,1,2,2,28,-0.2,16028.6,5829.2,16028.8,0
50000,1,2,2,41,0,26677.2,1013.4,26677.2,0
20000,2,1,2,30,0.8,5006.6,1215.8,5005.8,0
80000,2,2,2,27,0,72831,2708.6,72831,0
30000,1,2,1,49,0.8,15487,1207,15486.2,0
30000,2,3,1,37,0,28534,1507.2,28534,0
260000,1,1,1,38,-1,4077,2861.6,4078,1
210000,2,2,1,39,-1.2,14505.6,8085.6,14506.8,0
200000,2,1,2,29,0,5820.4,940,5820.4,0
50000,1,1,1,56,-0.2,7740.8,583.6,7741,1
490000,1,3,1,28,0,108863.8,3986,108863.8,0
170000,1,1,1,45,-1,2115.2,2373.2,2116.2,0
500000,1,1,2,29,-0.2,14587,2200,14587.2,0
150000,2,1,2,30,0,123673.2,6200,123673.2,0
50000,2,2,1,34,2,46047.2,1832,46045.2,0
50000,1,2,1,52,0,31495.8,1460,31495.8,0
100000,2,1,2,26,0,75549.8,3394.4,75549.8,0
310000,2,2,2,25,0,19678.6,3299.2,19678.6,0
200000,1,2,1,41,1.8,3049.8,391.2,3048,0
50000,1,3,1,43,0.4,9085.8,1230.4,9085.4,0
300000,2,1,2,38,1.2,5212,472.6,5210.8,0
450000,2,1,1,40,-1.4,0,0,1.4,0
30000,1,2,2,27,-1,1498.4,1018,1499.4,0
60000,2,1,2,27,-1,706.4,587.2,707.4,0
140000,2,2,2,23,0.4,27530.8,1310,27530.4,1
50000,2,2,2,32,0,24277.8,2776.2,24277.8,0
90000,2,3,2,28,0,87540,3620,87540,0
390000,2,2,2,28,-0.8,9755.8,5146.2,9756.6,0
30000,1,3,1,47,0,26248.6,2154,26248.6,0
260000,2,1,2,29,-1.2,380,543.4,381.2,1
30000,1,3,2,25,0,14025.8,4054.2,14025.8,0
500000,2,1,2,28,0,49441,5754.8,49441,0
60000,2,2,2,29,1.2,41948.4,1353,41947.2,0
80000,1,2,1,31,0,42770.2,1647.4,42770.2,0
100000,2,2,2,30,-1.4,-4,0,-2.6,0
380000,1,1,1,42,-1.2,1879.8,1106.6,1881,0
210000,1,2,1,30,0,33789.8,1430,33789.8,1
10000,1,2,2,27,0,5842.6,860,5842.6,1
500000,1,2,1,44,0,96127.8,4218.2,96127.8,0
240000,2,1,1,37,0,62043.2,1919.6,62043.2,1
50000,1,2,2,25,0,19582,2066.4,19582,0
120000,2,1,2,36,0.4,78813.2,5314.8,78812.8,0
260000,2,1,2,28,0,131563.8,5240,131563.8,0
360000,1,1,1,38,-1,4185.6,3311,4186.6,0
210000,2,1,2,30,-0.6,696,849.6,696.6,0
40000,1,2,1,36,1.2,37624.2,1740,37623,0
10000,2,2,2,27,0,10021.2,755.4,10021.2,0
120000,2,2,1,43,-2,199.8,199.8,201.8,1
200000,1,3,1,43,-0.6,2054.2,1341.2,2054.8,0
80000,2,2,1,37,-1,1327,1589.2,1328,0
60000,2,2,2,27,0.4,15295,1324,15294.6,0
130000,2,2,2,39,1.6,51935,1940,51933.4,1
100000,2,2,2,29,0,17603.8,9289,17603.8,0
20000,1,2,1,45,0.6,4652.2,1060,4651.6,0
460000,1,1,2,34,0,48310.2,7950,48310.2,0
80000,1,2,2,32,0.6,42307.2,523,42306.6,0
80000,1,1,2,26,0,63552.2,3235.2,63552.2,0
200000,2,3,1,38,0,71753,2620,71753,0
230000,1,2,2,29,-2,999.4,1995.4,1001.4,0
260000,2,1,1,53,-0.4,812.6,647.2,813,0
90000,2,2,1,38,0,72907.6,3203.2,72907.6,0
120000,1,2,2,29,1,88635.6,3400,88634.6,1
400000,2,1,2,27,-0.4,8050.4,3092.6,8050.8,0
50000,2,1,1,55,0,23634.6,1145.6,23634.6,0
10000,2,1,2,23,5,2400,0,2395,1
70000,1,2,2,26,0,52045,1489.6,52045,0
210000,1,1,1,30,0,65879.8,2660,65879.8,0
140000,2,2,1,39,-0.6,3209.6,1622.2,3210.2,0
290000,1,2,1,50,-1.4,531.6,346.4,533,0
30000,1,3,1,32,0,20801.4,1122.8,20801.4,0
110000,2,1,2,32,0.6,49628,1353.2,49627.4,1
20000,2,3,2,54,1.2,9652.6,900,9651.4,0
180000,2,2,1,36,-1.2,338.8,336.2,340,0
30000,1,1,2,26,1.8,18488.8,280,18487,1
50000,2,2,2,31,-1.4,0,0,1.4,0
150000,1,3,1,29,-1.2,7735,0,7736.2,0
140000,1,3,2,30,2,82239,2560,82237,0
80000,2,2,1,48,0,49071.8,2538.2,49071.8,0
200000,2,1,1,33,0,65631.6,4642.2,65631.6,0
400000,1,1,1,44,-1,1606.6,869.2,1607.6,0
130000,2,2,1,28,0.8,108361.4,2908.4,108360.6,0
50000,2,2,2,22,0,33670.2,1291.4,33670.2,0
470000,2,1,2,40,0,15822.2,1008.6,15822.2,1
280000,1,1,1,55,0,3822,2999.8,3822,0
340000,2,2,2,32,0,117192.6,4900,117192.6,0
110000,1,2,2,27,0,106081.6,5000,106081.6,0
440000,2,2,2,27,-0.2,23254.8,5647.2,23255,0
70000,2,2,2,24,-1.6,39587.8,7444.6,39589.4,0
30000,2,2,2,24,1.8,8737.2,860,8735.4,0
120000,2,2,2,49,-0.4,1837.8,460,1838.2,0
60000,2,1,2,25,0,9651.8,3200,9651.8,0
180000,1,2,2,36,-0.8,787,948.4,787.8,1
30000,2,1,2,43,1.4,19992,1346.6,19990.6,1
70000,2,1,2,28,0,25392.4,1684.2,25392.4,0
150000,2,2,1,44,0,34845,3240,34845,0
440000,2,1,1,33,-2,0,20,2,0
360000,1,1,2,29,-1.4,0,0,1.4,0
140000,1,1,2,28,0,134562.8,5740,134562.8,0
10000,1,1,2,24,0.4,7223.8,1275.6,7223.4,1
200000,2,1,2,32,-2,1848,4257.6,1850,0
210000,1,2,1,35,0,101221.2,3444.2,101221.2,0
20000,1,2,2,27,0.4,15666,1196,15665.6,1
240000,1,1,1,44,-1,2528.2,2156.4,2529.2,0
30000,1,2,2,51,3.4,25990,422.6,25986.6,1
450000,2,2,1,38,-2,14926.8,5205.8,14928.8,0
60000,2,3,2,40,-0.4,18099.4,7235.8,18099.8,0
100000,2,2,2,30,0,54075.2,1992.4,54075.2,0
50000,1,3,1,51,-0.4,3474.6,2220,3475,0
20000,2,2,2,22,1.6,7556.8,1260,7555.2,1
140000,2,1,2,31,0,54665.4,1726.8,54665.4,0
50000,1,2,2,24,0.4,37491.8,1349.2,37491.4,1
170000,1,1,1,60,0,128561.2,5120,128561.2,1
70000,2,2,1,33,2.2,67070.4,2820,67068.2,1
360000,2,2,2,34,0,108667,4378,108667,0
430000,2,1,2,29,-0.2,16418.4,3961,16418.6,0
20000,1,3,2,26,0.8,14480.4,4461.2,14479.6,0
200000,2,3,2,53,-0.4,1595.8,1213.4,1596.2,0
200000,2,2,3,35,-0.8,7616.8,7606.6,7617.6,0
80000,2,2,2,25,0,70099.8,2640.8,70099.8,0
130000,1,1,1,35,0.4,62272.4,4100,62272,0
150000,1,1,1,49,-1,5542.8,4472.2,5543.8,0
150000,1,3,1,53,2,18945.8,980,18943.8,1
190000,2,2,2,27,1.2,6487.2,1400,6486,1
450000,2,2,2,36,-1.4,0,0,1.4,1
80000,2,2,1,31,-1,468,390,469,0
260000,2,2,2,31,1.6,85550.4,4403,85548.8,0
80000,1,1,2,34,2,64710.6,2660,64708.6,1
500000,1,1,1,39,-1.4,0,0,1.4,0
260000,1,1,1,43,-1,576.2,621.2,577.2,0
260000,2,1,2,30,0.4,96356.4,5600,96356,1
50000,1,1,2,33,2.2,23821.4,769.8,23819.2,0
360000,2,1,1,46,-1,-614.8,174.8,-613.8,0
170000,2,1,2,53,-2,433.8,593.8,435.8,0
120000,2,2,1,34,-0.8,1571.8,1771,1572.6,0
50000,2,2,1,26,-0.2,12986.2,4377.4,12986.4,0
50000,2,1,1,40,0.2,713.6,872,713.4,1
310000,1,1,1,48,-0.6,8462.8,1806.6,8463.4,0
50000,1,1,2,27,0,12100.2,633.4,12100.2,0
140000,2,2,2,32,0,84288.6,3500,84288.6,0
100000,2,2,1,28,0.4,67981.2,2822.6,67980.8,1
20000,1,3,2,32,0.6,19782.4,686.4,19781.8,0
120000,2,1,2,27,0.4,10578.8,870,10578.4,1
30000,2,3,1,59,0,30952,2090,30952,0
20000,1,3,1,27,0.4,20103.4,1062.6,20103,1
160000,2,2,2,27,-1,303.8,854.8,304.8,1
180000,2,2,1,37,-0.4,337.2,931.6,337.6,0
40000,2,1,2,26,0.8,20440.2,2400,20439.4,0
80000,2,2,1,34,-0.4,28897.2,858.2,28897.6,0
120000,1,2,2,31,1.6,65565,0,65563.4,0
20000,2,2,2,22,-1.2,865.6,369.6,866.8,1
20000,1,2,2,33,0.4,16115.6,593.4,16115.2,0
100000,1,1,1,52,3.6,99808.6,1394.6,99805,1
500000,1,1,2,45,-1.2,379.8,379.8,381,0
80000,2,2,1,29,0,78186,3352.2,78186,0
150000,2,1,2,41,-1.8,1936.4,269.4,1938.2,0
120000,1,1,2,34,0.6,470,320,469.4,1
70000,2,2,1,27,1.2,28345.6,1646,28344.4,1
210000,2,2,1,42,-0.8,2625.6,1584,2626.4,0
80000,2,2,1,30,0.6,79560,2397,79559.4,0
90000,1,2,2,29,0,80891.6,3064.2,80891.6,0
20000,2,2,2,22,0,23008.2,2115.2,23008.2,0
240000,2,1,2,36,0,14647.2,5400,14647.2,0
50000,1,2,2,29,1.2,32135.4,1354,32134.2,1
280000,2,1,2,31,-1.2,142,1664.2,143.2,0
10000,1,3,0,40,0,7536.2,480,7536.2,0
330000,2,2,1,47,-1,1541,1793.8,1542,0
240000,1,1,2,30,-1,8828.4,8197.6,8829.4,1
130000,2,2,2,34,-1,8442.6,230,8443.6,0
450000,1,1,2,37,0,14337,4600,14337,0
50000,1,1,2,26,-0.4,943.4,803.4,943.8,1
70000,2,3,1,24,0,37915.2,3202.4,37915.2,0
80000,1,2,2,26,0,29642.8,2303.6,29642.8,0
50000,1,1,2,24,-1,1640.2,2109.2,1641.2,0
30000,1,3,1,33,0.4,29748,1150.4,29747.6,1
50000,1,2,2,23,0,39703,1547.6,39703,0
70000,1,2,1,29,0,58032.6,2500,58032.6,0
50000,2,2,2,33,0,16350.8,890.8,16350.8,1
100000,2,3,2,27,0,43353.8,1822.2,43353.8,1
200000,2,2,2,24,0,43183.6,1924,43183.6,0
180000,1,1,2,38,-1.4,2835,2164.2,2836.4,0
240000,2,1,2,38,-1,5235.4,4043.8,5236.4,1
90000,2,3,1,35,1.2,27388,1009.8,27386.8,0
50000,2,2,2,33,0,18420,966.6,18420,0
80000,1,2,2,48,0,58152.8,2100,58152.8,0
210000,2,1,1,43,-1.4,625.8,625.8,627.2,0
160000,1,2,2,45,0,115369.4,3730.8,115369.4,1
70000,1,1,2,33,0,61168.6,1846.6,61168.6,1
140000,2,1,1,33,-1,168,168,169,0
80000,1,2,1,47,0,49951,1716.6,49951,0
110000,2,2,1,39,1.2,107240.6,4140,107239.4,1
50000,1,2,2,25,-0.2,8785.2,5135.4,8785.4,0
30000,1,1,1,38,0.4,28828.8,1070.6,28828.4,0
30000,2,2,2,27,0.4,30010.6,700,30010.2,0
200000,1,2,2,33,0,83959.4,3017.4,83959.4,1
290000,2,2,2,28,0,127202.2,5460,127202.2,0
220000,1,1,2,34,0,27608,3160,27608,0
500000,1,3,1,38,0,66089,2692.4,66089,0
210000,1,2,1,39,-1.6,4777.4,4506.6,4779,0
100000,2,1,2,24,1.8,101065.8,4009.2,101064,1
100000,2,2,2,23,0,9083.2,1300.8,9083.2,0
130000,2,2,2,25,0.8,117568.6,5838.2,117567.8,1
10000,1,2,2,21,0,9725.6,540.2,9725.6,1
50000,1,2,2,35,-1,5930.8,5977,5931.8,0
20000,2,3,1,53,-0.8,5021.4,200,5022.2,0
20000,2,1,1,38,-1.2,1757,3616,1758.2,0
150000,2,1,2,39,1,435.6,396,434.6,0
230000,1,2,1,36,0.8,4134,1223.4,4133.2,0
50000,1,2,2,26,-0.2,40469.2,1600,40469.4,0
300000,2,2,1,35,-0.4,11766.8,6803,11767.2,0
110000,2,2,3,54,-1,409.2,346,410.2,0
230000,2,1,2,33,-2,1041,134.4,1043,0
70000,2,2,2,24,0,67127,2660.4,67127,0
360000,2,1,1,27,-2,1473,1473,1475,0
110000,2,2,2,32,0,108564.2,4620,108564.2,0
200000,2,1,1,45,-1.2,3910.6,3371.2,3911.8,1
260000,2,5,1,46,-1,3337.6,1436.2,3338.6,0
290000,2,1,1,47,-1,9076.6,6433.2,9077.6,0
20000,2,2,2,22,0,14202,1210.8,14202,0
50000,2,3,2,22,0,45961.2,1687.4,45961.2,1
50000,2,2,1,23,0,30721.2,3212,30721.2,0
60000,2,1,2,23,0,6784.2,2986.6,6784.2,0
60000,2,2,1,23,0.8,38666.4,1860,38665.6,0
180000,2,2,1,25,0,117666.8,5037.4,117666.8,0
80000,2,1,2,28,1.8,55293.2,2280,55291.4,0
450000,2,1,2,32,-0.4,1018,901.8,1018.4,0
150000,2,4,1,36,-2,1050.6,0,1052.6,0
280000,2,2,2,28,-0.4,4536.6,3363.2,4537,0
180000,1,3,2,47,0.4,71730.6,3700.4,71730.2,0
150000,1,2,1,45,-2,369,291,371,0
280000,2,1,2,52,-1.2,363.2,186,364.4,0
120000,1,2,2,29,0,107487.8,4034.6,107487.8,0
210000,2,2,1,49,-1.4,0,0,1.4,0
200000,1,1,2,27,-0.6,5467.6,6629,5468.2,0
200000,1,1,2,34,-1,401.8,211.6,402.8,0
160000,2,3,1,34,0.4,1442.6,876.4,1442.2,0
50000,1,2,1,43,0,29361.8,1215.8,29361.8,0
170000,2,2,2,23,-0.2,32122.6,2235.6,32122.8,0
360000,1,2,1,49,-1.4,0,0,1.4,1
380000,2,1,2,32,-0.2,105308.6,9200.2,105308.8,0
50000,1,3,2,29,0.4,5159.6,1138,5159.2,1
130000,1,2,1,40,-1,390,390,391,0
50000,1,1,1,23,-1.4,0,0,1.4,0
170000,2,2,1,46,-1.2,1226.2,1377.6,1227.4,1
210000,2,4,2,25,-0.4,41126.6,1030.2,41127,0
50000,1,3,2,25,0.4,39669.6,1760,39669.2,0
20000,2,3,1,45,0.4,11165.6,2891.6,11165.2,1
80000,2,2,1,26,0,23189.2,884.4,23189.2,1
500000,2,1,2,39,-0.6,3697.2,2098.6,3697.8,0
50000,1,3,1,34,0,12934.2,4681.4,12934.2,0
30000,2,2,1,40,2.4,29651,1260,29648.6,1
50000,1,2,2,34,0.8,43515.2,4861,43514.4,0
180000,2,2,2,35,-2,825,964,827,0
50000,2,5,1,28,0,9334.4,2000,9334.4,0
50000,1,3,1,46,0,7802.2,780,7802.2,0
200000,2,2,2,32,-1.4,1352,848.8,1353.4,0
10000,1,3,1,47,0.4,8635.6,753.6,8635.2,1
180000,2,5,1,54,0,92265,3395.6,92265,0
170000,2,3,2,29,-1.4,3039.6,147.6,3041,0
50000,1,2,1,36,-1.4,0,464.4,1.4,0
170000,2,2,1,42,-1,477.8,326,478.8,1
50000,1,2,2,52,0.6,6723.2,720,6722.6,0
230000,2,2,2,24,-1,1461.8,1285.8,1462.8,0
500000,2,2,2,36,-0.4,13356.2,2852.2,13356.6,0
50000,1,2,2,25,2.6,1050,0,1047.4,1
80000,1,1,2,38,0,18418,1224.2,18418,0
200000,2,2,1,61,-1,388.8,1142,389.8,0
360000,1,3,2,34,-1.4,0,0,1.4,1
140000,2,1,1,41,-0.2,546,312,546.2,0
50000,1,2,1,41,0,33146.8,1920.8,33146.8,1
10000,2,2,3,38,-0.2,1666,532,1666.2,0
80000,1,2,2,27,0,14818.6,7894.8,14818.6,0
20000,1,3,2,22,0,18272.6,2729.6,18272.6,1
150000,1,1,2,37,-2,24,0,26,0
230000,2,1,2,37,0.4,9393.8,840,9393.4,1
60000,2,3,2,24,0,49985.6,1505.8,49985.6,1
360000,2,1,2,26,-0.8,329,159.8,329.8,0
100000,1,2,1,36,0,58118.8,2369.4,58118.8,0
30000,1,2,1,33,0,25021,1262,25021,0
330000,2,2,1,30,0,66552,5304,66552,0
20000,2,1,2,24,0,568.8,408.8,568.8,0
80000,2,2,1,49,1.8,37816.2,1600,37814.4,0
90000,2,5,2,23,0,42012.8,1747.8,42012.8,1
20000,2,2,2,23,0,17774.6,1103.4,17774.6,0
230000,1,3,1,61,-1.4,0,0,1.4,1
160000,1,2,2,28,-0.6,1487.2,271.2,1487.8,0
200000,2,2,1,36,-1,1716,1345.2,1717,0
20000,1,2,2,27,-0.6,1947.8,1744.8,1948.4,0
170000,1,1,1,35,0,43199.4,3400,43199.4,0
180000,2,2,1,26,0,4330.6,923.8,4330.6,0
50000,2,2,1,29,0,46571.8,1421.2,46571.8,0
230000,2,2,2,28,-1.2,296.8,1600,298,0
80000,2,1,2,28,1.2,79232.8,3160,79231.6,1
150000,2,3,1,52,-1,934.8,1133.6,935.8,0
120000,2,3,1,52,0,117463.6,4661.6,117463.6,0
430000,2,1,1,43,-1,7915.8,5064.4,7916.8,0
200000,2,2,1,60,-1,439,439,440,0
50000,1,2,2,26,0,43914,2258.4,43914,0
150000,2,2,1,36,-0.2,37912.8,2611,37913,0
20000,2,1,2,46,0,7077,707.2,7077,0
20000,1,1,2,23,0,7677.8,1412.8,7677.8,0
50000,1,2,2,24,1,26151.6,4132.4,26150.6,1
260000,2,2,2,27,0,28511.8,6987.6,28511.8,1
230000,2,3,2,30,0,4909.4,1800,4909.4,1
170000,1,3,1,43,-1.2,4677.4,828,4678.6,0
180000,1,1,2,28,-2,20.2,5208.8,22.2,0
30000,1,1,2,38,0.6,24924.6,1143,24924,0
20000,1,2,2,22,2.4,21767,1300,21764.6,1
260000,1,3,1,50,0,924.2,738.8,924.2,1
180000,2,3,2,30,-1,2876.8,2530.8,2877.8,0
230000,2,2,1,32,0,39320.8,2300,39320.8,1
120000,2,2,3,43,0,48196,1739.8,48196,0
280000,1,1,1,63,-2,0,0,2,0
270000,2,2,2,29,0,134477.8,5397.6,134477.8,0
70000,1,1,1,39,0,57957,4986.8,57957,0
60000,1,2,2,31,0,55639.6,2427.4,55639.6,0
180000,1,2,2,28,0,85433,5200,85433,0
160000,2,2,1,32,0,15355.6,609,15355.6,1
50000,2,1,2,25,-0.8,5136.4,2642,5137.2,0
60000,2,2,2,48,-1.4,34787,8895.6,34788.4,0
50000,1,2,2,48,1,11525.4,552.4,11524.4,1
80000,2,2,1,56,-0.6,374.8,783,375.4,0
30000,2,2,1,22,0,28230.8,1020,28230.8,0
90000,2,1,2,26,0,32612.8,1492,32612.8,0
130000,2,2,1,33,-0.4,4270,2033.8,4270.4,0
200000,1,1,1,38,-2,2169,1619.6,2171,0
20000,2,2,2,23,0.4,13952.8,1440,13952.4,1
300000,1,3,1,31,-1,961,1206.2,962,0
160000,2,1,1,41,0,106160.2,4623,106160.2,0
50000,2,2,2,25,1.2,31840,900,31838.8,1
20000,1,1,2,25,0,16670,4080,16670,0
200000,2,2,2,27,0,684.4,834.8,684.4,1
260000,2,1,2,36,-1,10409.8,8208.8,10410.8,0
100000,1,2,2,26,1.2,65947,3312.4,65945.8,0
360000,1,1,1,47,-0.2,12806.4,8302.4,12806.6,0
420000,2,1,1,34,-0.4,2435.8,1516.4,2436.2,0
400000,2,2,1,42,-1,788.8,392.6,789.8,0
50000,2,2,1,41,0.2,24176,6750.4,24175.8,0
50000,1,2,2,56,0,42198.4,1440,42198.4,0
80000,2,1,2,24,-0.4,1244,1326.4,1244.4,0
80000,2,2,2,23,1.8,73511,1498.2,73509.2,0
20000,2,2,2,50,0,15697.8,2000,15697.8,0
460000,2,1,2,27,0,77376.6,7610.4,77376.6,0
240000,1,1,2,33,-0.4,19758.6,580.8,19759,0
120000,1,2,2,30,0,47767.4,3486.8,47767.4,0
20000,1,2,2,24,2.2,7734.6,260,7732.4,0
50000,2,2,2,38,0,26146,1013.8,26146,0
200000,2,2,1,40,0,16012.8,1481.6,16012.8,0
20000,2,3,3,27,0.6,14272,1283.8,14271.4,0
100000,1,1,1,43,0,46672,2103,46672,0
260000,2,1,2,36,0,112237.4,5098,112237.4,0
20000,2,2,2,27,1.8,20614.6,0,20612.8,0
10000,2,2,2,22,0,8043.6,1020.4,8043.6,0
130000,2,3,2,27,0,26327.6,3400,26327.6,0
150000,2,1,2,25,0,39145.4,1916.2,39145.4,0
120000,1,1,2,33,-1,291,291,292,0
30000,2,2,2,25,0,9080.6,871.6,9080.6,0
260000,2,2,2,31,0,126100.8,5830.4,126100.8,0
60000,1,3,2,34,-1,356,356,357,1
70000,2,3,2,52,0,59734.6,1487.8,59734.6,0
110000,1,2,2,26,0.4,38085.8,4800,38085.4,0
300000,2,2,2,48,-2,2775.6,2340.6,2777.6,0
260000,2,1,1,38,-1.6,1397.8,1353.2,1399.4,0
50000,2,2,1,41,1.2,27198.2,1000.4,27197,1
90000,2,3,1,45,0,27014.8,794.2,27014.8,0
20000,2,2,2,24,1,9008,2110,9007,1
240000,1,1,2,27,-0.2,4635.2,1351,4635.4,0
60000,2,2,1,37,3.6,58591.4,1460.6,58587.8,0
380000,1,2,1,31,-1,9861.8,9493.2,9862.8,0
30000,2,3,1,44,2,20702.2,892,20700.2,1
120000,2,2,2,35,0,69781.2,2880,69781.2,0
150000,1,1,2,29,-2,4787.6,5459.2,4789.6,0
90000,1,2,2,28,0,46129.8,2401,46129.8,0
180000,2,2,1,34,-0.6,9323.2,5079.6,9323.8,0
10000,2,2,2,37,-0.2,6149.8,546.4,6150,0
20000,1,2,2,24,1.2,16116,1100,16114.8,1
80000,2,3,1,41,2,59560.4,1948.2,59558.4,1
610000,1,2,1,30,0,16168,1802,16168,0
180000,2,3,2,27,-1,1616.2,1616.2,1617.2,0
50000,1,3,1,53,-0.2,377.4,554.4,377.6,1
130000,1,1,2,30,0,129592.8,5200,129592.8,1
160000,1,1,2,26,-0.4,71526,5862.6,71526.4,0
20000,1,1,2,29,0.4,16932.4,1634,16932,0
50000,2,2,2,56,0,36423.8,1575.4,36423.8,0
30000,2,2,1,46,1.8,29764.2,1276,29762.4,1
140000,1,2,1,29,0,132036.4,5383.4,132036.4,0
160000,1,2,1,45,1.8,12329.8,700,12328,0
410000,1,1,1,33,-1.2,2668.4,2544.4,2669.6,0
320000,2,1,2,30,-0.6,7693.6,7500,7694.2,0
50000,2,2,1,36,0,51721.2,1704.8,51721.2,0
110000,1,2,2,29,0,110428.6,4232.8,110428.6,0
80000,2,2,2,40,0,32744.6,1353,32744.6,1
190000,2,1,2,26,0.4,129365.2,5723.2,129364.8,1
500000,1,2,1,58,-1,4906.6,8002.6,4907.6,0
270000,2,3,2,30,-0.6,1380,2331.8,1380.6,0
20000,2,2,2,26,0.8,17401,696.4,17400.2,0
90000,1,2,1,39,0.4,26839.6,1200,26839.2,1
10000,1,2,2,44,1,5500.6,203.8,5499.6,0
320000,2,2,1,36,0,6033.8,831,6033.8,0
190000,2,1,1,33,-0.6,20209.4,7287.2,20210,0
380000,1,1,1,39,-1.2,10539.4,9270,10540.6,1
360000,2,1,2,33,-1.4,2494.2,2314.6,2495.6,0
150000,1,2,1,30,0.2,11500.4,4392,11500.2,0
50000,2,1,1,57,0.6,43492,6563.6,43491.4,1
50000,1,2,2,39,1.8,38500.8,1202.8,38499,0
50000,1,3,1,51,0,43622.8,1980.8,43622.8,0
340000,2,2,2,30,-0.2,29282,1544,29282.2,0
320000,1,1,2,26,-0.2,30047.2,642,30047.4,0
230000,2,1,2,42,-1,677.6,612.4,678.6,0
120000,2,1,2,31,-1,3261.8,4266.4,3262.8,0
30000,1,1,2,34,1.8,24294.2,900,24292.4,0
240000,2,2,1,32,-0.8,212.4,916.2,213.2,0
210000,1,1,2,30,0.4,100274.8,4220,100274.4,0
20000,1,3,2,24,0.6,16403.8,609.8,16403.2,0
20000,2,2,1,42,0,17995,992.2,17995,1
110000,2,1,2,25,0.2,3820,1418.2,3819.8,0
130000,1,2,1,39,0,89601.4,3425,89601.4,0
80000,2,2,1,28,0,77868.2,3400,77868.2,0
20000,1,2,1,36,0.6,12752.2,612.6,12751.6,1
10000,1,1,1,38,0,8754,1320,8754,1
280000,2,2,2,29,0,90972.8,2808,90972.8,0
220000,1,1,2,29,2,103322.6,2960,103320.6,1
30000,1,2,1,40,0.4,10868.2,604,10867.8,0
50000,2,2,1,29,-1.4,15834.2,8916.2,15835.6,0
160000,1,3,2,38,0,47776.8,2243,47776.8,0
20000,1,2,2,26,-0.2,6148.6,2494.4,6148.8,0
50000,1,2,2,24,0,8209.6,743.4,8209.6,0
300000,2,1,2,43,-1,940.4,687.8,941.4,0
230000,1,2,1,31,0.2,33271.6,4000,33271.4,0
60000,1,3,2,27,0,22050,3200,22050,0
190000,1,3,1,29,-2,12982,1265.8,12984,0
60000,1,2,2,43,-1,156,156,157,0
100000,2,2,2,25,0.4,82214.6,3080,82214.2,1
30000,2,2,1,45,0,19554.4,1400,19554.4,0
200000,2,2,2,30,4,68973.8,785,68969.8,1
30000,1,1,3,27,0,27560,1900,27560,0
130000,1,2,2,25,-0.2,82630.2,8017.8,82630.4,0
120000,1,2,2,29,0,46274.4,1600,46274.4,0
160000,2,2,2,35,-1,1154.2,1274.2,1155.2,0
20000,2,2,2,23,0,18134.8,926.6,18134.8,0
30000,2,2,2,24,1.2,28162.6,1530.8,28161.4,0
70000,2,2,2,23,0,36329.4,1594,36329.4,0
80000,1,3,2,25,-0.2,50253,7312,50253.2,0
80000,2,2,2,23,-0.4,3865.2,1208.2,3865.6,0
100000,1,2,2,50,0,82707.8,3200,82707.8,0
570000,1,1,2,31,0,37536.2,8794.4,37536.2,0
170000,1,1,1,45,-0.4,360,462,360.4,0
50000,2,2,2,25,-0.6,1431.8,2891.8,1432.4,0
140000,1,1,2,27,0.4,14248.4,3812.6,14248,1
300000,2,2,2,26,-0.6,8199.4,4491,8200,1
200000,1,1,1,36,1.2,4634,1000,4632.8,1
160000,1,2,2,34,2,76078.2,2600,76076.2,1
60000,1,3,2,25,0,40668,1860,40668,0
390000,2,2,1,43,1.2,51640.4,1408.4,51639.2,1
280000,2,1,2,39,-2,840.2,591.4,842.2,0
80000,1,1,1,60,-0.4,30231,1913.4,30231.4,0
360000,1,2,1,34,0,33406.6,1300.4,33406.6,0
20000,2,2,2,21,0,18913.6,2120,18913.6,0
90000,2,1,2,23,-0.6,3857.2,2555.2,3857.8,0
30000,2,1,1,33,0,28383.6,1380,28383.6,0
